cvegeo,estado,municipio,n_estab,empleo,comercio,servicios,industria,alimentos,resiliencia,altas_recientes,indicadoras
20472,Oaxaca,Santiago Laollaga,272,1143,88,52,57,75,0.984,3,0
20473,Oaxaca,Santiago Laxopa,44,176,10,20,14,0,0.764,0,0
20474,Oaxaca,Santiago Llano Grande,175,611,83,45,30,17,0.889,1,0
20475,Oaxaca,Santiago Matatlán,1041,3649,479,174,274,114,0.901,6,0
20476,Oaxaca,Santiago Miltepec,50,167,12,9,25,4,0.865,1,0
20477,Oaxaca,Santiago Minas,46,170,21,11,11,3,0.88,0,0
20478,Oaxaca,Santiago Nacaltepec,45,162,14,20,8,3,0.874,1,0
20479,Oaxaca,Santiago Nejapilla,20,102,5,12,3,0,0.676,0,0
20480,Oaxaca,Santiago Nundiche,31,185,10,15,4,2,0.835,0,0
20481,Oaxaca,Santiago Nuyoó,64,260,27,23,3,11,0.85,1,0
20482,Oaxaca,Santiago Pinotepa Nacional,4353,20347,2119,1092,528,614,0.887,52,0
20483,Oaxaca,Santiago Suchilquitongo,594,2592,308,116,106,64,0.871,2,0
20484,Oaxaca,Santiago Tamazola,297,994,174,57,39,27,0.804,1,0
20485,Oaxaca,Santiago Tapextla,90,344,41,23,17,9,0.903,1,0
20486,Oaxaca,Villa Tejúpam de la Unión,164,573,75,46,16,27,0.893,3,0
20487,Oaxaca,Santiago Tenango,50,227,14,17,16,3,0.906,0,0
20488,Oaxaca,Santiago Tepetlapa,15,67,4,7,4,0,0.765,0,0
20489,Oaxaca,Santiago Tetepec,117,408,42,21,40,14,0.936,0,0
20490,Oaxaca,Santiago Texcalcingo,71,240,45,17,3,6,0.702,1,0
20491,Oaxaca,Santiago Textitlán,75,281,50,16,5,4,0.676,2,0
20492,Oaxaca,Santiago Tilantongo,71,279,22,20,11,18,0.979,1,0
20493,Oaxaca,Santiago Tillo,30,129,9,13,6,2,0.884,0,0
20494,Oaxaca,Santiago Tlazoyaltepec,30,156,9,14,3,4,0.877,1,0
20495,Oaxaca,Santiago Xanica,47,217,20,12,12,3,0.892,1,0
20496,Oaxaca,Santiago Xiacuí,43,212,17,19,3,4,0.818,1,0
20497,Oaxaca,Santiago Yaitepec,720,2270,109,29,561,21,0.514,1,0
20498,Oaxaca,Santiago Yaveo,68,246,28,19,16,5,0.905,2,0
20499,Oaxaca,Santiago Yolomécatl,287,1001,148,64,39,36,0.871,1,0
20500,Oaxaca,Santiago Yosondúa,304,1077,157,56,37,54,0.877,3,0
20501,Oaxaca,Santiago Yucuyachi,36,125,15,10,9,2,0.886,0,0
20502,Oaxaca,Santiago Zacatepec,177,664,109,42,13,13,0.738,0,0
20503,Oaxaca,Santiago Zoochila,46,160,11,16,14,5,0.947,0,0
20504,Oaxaca,Nuevo Zoquiápam,96,377,53,20,13,10,0.838,1,0
20505,Oaxaca,Santo Domingo Ingenio,596,2220,296,118,86,96,0.896,5,0
20506,Oaxaca,Santo Domingo Albarradas,133,498,39,19,72,3,0.761,0,0
20507,Oaxaca,Santo Domingo Armenta,226,830,98,47,50,31,0.934,1,0
20508,Oaxaca,Santo Domingo Chihuitán,109,502,41,22,28,18,0.965,0,0
20509,Oaxaca,Santo Domingo de Morelos,299,1025,162,62,42,33,0.849,3,0
20510,Oaxaca,Santo Domingo Ixcatlán,41,150,21,11,5,4,0.851,0,0
20511,Oaxaca,Santo Domingo Nuxaá,48,253,18,18,8,4,0.895,1,0
20512,Oaxaca,Santo Domingo Ozolotepec,38,146,18,12,5,3,0.855,0,0
20513,Oaxaca,Santo Domingo Petapa,466,1730,152,93,143,78,0.973,5,0
20514,Oaxaca,Santo Domingo Roayaga,33,151,13,18,2,0,0.626,1,0
20515,Oaxaca,Santo Domingo Tehuantepec,5668,22519,2025,1208,1221,1214,0.98,55,0
20516,Oaxaca,Santo Domingo Teojomulco,269,1014,147,68,24,30,0.821,2,0
20517,Oaxaca,Santo Domingo Tepuxtepec,216,771,116,49,24,27,0.847,1,0
20518,Oaxaca,Santo Domingo Tlatayápam,17,88,2,8,7,0,0.701,0,0
20519,Oaxaca,Santo Domingo Tomaltepec,294,988,121,42,101,30,0.897,1,0
20520,Oaxaca,Santo Domingo Tonalá,323,1205,138,105,39,41,0.899,6,0
20521,Oaxaca,Santo Domingo Tonaltepec,18,76,5,10,3,0,0.708,0,0
20522,Oaxaca,Santo Domingo Xagacía,144,550,38,31,65,10,0.885,1,0
20523,Oaxaca,Santo Domingo Yanhuitlán,115,497,50,35,16,14,0.905,2,0
20524,Oaxaca,Santo Domingo Yodohino,67,223,7,7,53,0,0.474,0,0
20525,Oaxaca,Santo Domingo Zanatepec,986,3536,377,223,209,177,0.967,6,0
20526,Oaxaca,Santos Reyes Nopala,932,3310,344,200,218,170,0.973,10,0
20527,Oaxaca,Santos Reyes Pápalo,106,370,46,17,37,6,0.855,1,0
20528,Oaxaca,Santos Reyes Tepejillo,118,381,39,18,54,7,0.85,1,0
20529,Oaxaca,Santos Reyes Yucuná,28,170,8,14,6,0,0.746,1,0
20530,Oaxaca,Santo Tomás Jalieza,335,1064,108,27,188,12,0.73,1,0
20531,Oaxaca,Santo Tomás Mazaltepec,339,1145,102,34,187,16,0.768,2,0
20532,Oaxaca,Santo Tomás Ocotepec,59,246,28,19,5,7,0.852,2,0
20533,Oaxaca,Santo Tomás Tamazulapan,151,576,68,38,26,19,0.916,1,0
20534,Oaxaca,San Vicente Coatlán,563,1815,92,21,438,12,0.502,0,0
20535,Oaxaca,San Vicente Lachixío,113,423,65,24,15,9,0.806,0,0
20536,Oaxaca,San Vicente Nuñú,37,143,12,14,11,0,0.789,1,0
20537,Oaxaca,Silacayoápam,344,1270,161,88,47,48,0.902,4,0
20538,Oaxaca,Sitio de Xitlapehua,37,138,10,12,15,0,0.783,1,0
20539,Oaxaca,Soledad Etla,376,1288,185,91,54,46,0.886,2,0
20540,Oaxaca,Villa de Tamazulápam del Progreso,831,3322,393,195,126,117,0.906,12,0
20541,Oaxaca,Tanetze de Zaragoza,61,222,26,20,11,4,0.878,0,0
20542,Oaxaca,Taniche,41,148,14,13,12,2,0.893,1,0
20543,Oaxaca,Tataltepec de Valdés,358,1248,197,62,61,38,0.845,9,0
20544,Oaxaca,Teococuilco de Marcos Pérez,80,339,28,27,17,8,0.933,0,0
20545,Oaxaca,Teotitlán de Flores Magón,833,3520,384,239,80,130,0.887,11,0
20546,Oaxaca,Teotitlán del Valle,1375,4646,325,80,902,68,0.672,4,0
20547,Oaxaca,Teotongo,86,317,34,27,16,9,0.923,1,0
20548,Oaxaca,Tepelmeme Villa de Morelos,263,897,96,47,73,47,0.966,3,0
20549,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",338,1189,150,77,72,39,0.921,2,0
20550,Oaxaca,San Jerónimo Tlacochahuaya,585,2053,171,74,275,65,0.88,5,0
20551,Oaxaca,Tlacolula de Matamoros,2690,10892,1243,706,392,349,0.904,22,0
20552,Oaxaca,Tlacotepec Plumas,50,187,18,12,18,2,0.871,0,0
20553,Oaxaca,Tlalixtac de Cabrera,1191,7492,371,215,400,205,0.968,4,0
20554,Oaxaca,Totontepec Villa de Morelos,150,558,71,47,19,13,0.859,0,0
20555,Oaxaca,Trinidad Zaachila,81,321,31,19,22,9,0.942,1,0
20556,Oaxaca,La Trinidad Vista Hermosa,21,95,5,13,3,0,0.661,0,0
20557,Oaxaca,Unión Hidalgo,1368,4738,513,246,369,240,0.963,3,0
20558,Oaxaca,Valerio Trujano,41,150,23,10,6,2,0.791,0,0
20559,Oaxaca,San Juan Bautista Valle Nacional,732,2881,348,175,75,134,0.894,5,0
20560,Oaxaca,Villa Díaz Ordaz,1085,3776,268,79,698,40,0.679,5,0
20561,Oaxaca,Yaxe,237,797,74,30,122,11,0.8,1,0
20562,Oaxaca,Magdalena Yodocono de Porfirio Díaz,137,590,55,33,34,15,0.936,0,0
20563,Oaxaca,Yogana,74,262,30,13,30,1,0.79,2,0
20564,Oaxaca,Yutanduchi de Guerrero,363,1181,52,24,282,5,0.514,2,0
20565,Oaxaca,Villa de Zaachila,3029,11184,1379,699,529,422,0.92,19,0
20566,Oaxaca,San Mateo Yucutindoo,88,473,46,19,10,13,0.865,1,0
20567,Oaxaca,Zapotitlán Lagunas,175,616,93,43,15,24,0.84,1,0
20568,Oaxaca,Zapotitlán Palmas,267,848,47,21,196,3,0.565,0,0
20569,Oaxaca,Santa Inés de Zaragoza,52,266,14,20,4,14,0.917,0,0
20570,Oaxaca,Zimatlán de Álvarez,1880,6923,870,472,259,279,0.909,17,0
21001,Puebla,Acajete,3975,14717,2147,883,611,334,0.839,18,0
21002,Puebla,Acateno,365,1223,153,100,44,68,0.929,5,0
21003,Puebla,Acatlán,2864,12092,1358,763,346,397,0.891,25,0
21004,Puebla,Acatzingo,4522,17915,2371,1189,601,361,0.837,45,0
21005,Puebla,Acteopan,620,2016,55,28,533,4,0.373,1,0
21006,Puebla,Ahuacatlán,458,1831,269,104,42,43,0.787,2,0
21007,Puebla,Ahuatlán,96,412,47,24,15,10,0.881,0,0
21008,Puebla,Ahuazotepec,487,2187,229,167,35,56,0.837,19,0
21009,Puebla,Ahuehuetitla,93,316,42,28,11,12,0.892,0,0
21010,Puebla,Ajalpan,4936,21240,1455,632,2407,442,0.858,26,0
21011,Puebla,Albino Zertuche,222,844,118,52,37,15,0.834,4,0
21012,Puebla,Aljojuca,313,1077,179,68,40,26,0.809,2,0
21013,Puebla,Altepexi,2869,11104,1199,350,1048,272,0.875,12,0
21014,Puebla,Amixtlán,248,895,143,40,42,23,0.817,1,0
21015,Puebla,Amozoc,7891,39445,3965,1839,1219,868,0.878,72,0
21016,Puebla,Aquixtla,221,932,105,72,26,18,0.848,8,0
21017,Puebla,Atempan,1555,5963,770,393,228,164,0.876,14,0
21018,Puebla,Atexcal,92,368,42,30,10,10,0.87,0,0
21019,Puebla,Atlixco,10016,43477,4869,2798,961,1388,0.87,107,0
21020,Puebla,Atoyatempan,752,2523,285,147,265,55,0.899,2,0
21021,Puebla,Atzala,74,261,30,23,11,10,0.926,0,0
21022,Puebla,Atzitzihuacán,650,2324,366,115,104,65,0.832,4,0
21023,Puebla,Atzitzintla,301,1066,172,57,33,39,0.824,1,0
21024,Puebla,Axutla,44,224,18,19,5,2,0.805,1,0
21025,Puebla,Ayotoxco de Guerrero,493,1710,212,122,80,79,0.936,5,0
21026,Puebla,Calpan,863,3015,465,185,133,80,0.845,5,0
21027,Puebla,Caltepec,67,303,22,20,21,4,0.908,1,0
21028,Puebla,Camocuautla,144,524,82,32,20,10,0.804,2,0
21029,Puebla,Caxhuacan,253,905,117,51,56,29,0.91,2,0
21030,Puebla,Coatepec,66,255,29,22,8,7,0.881,1,0
21031,Puebla,Coatzingo,267,926,118,63,48,38,0.929,2,0
21032,Puebla,Cohetzala,56,247,24,16,12,4,0.894,3,0
21033,Puebla,Cohuecan,507,1682,64,25,413,5,0.449,1,0
21034,Puebla,Coronango,3455,17626,1697,705,743,310,0.88,40,0
21035,Puebla,Coxcatlán,933,3911,426,199,151,157,0.925,5,0
21036,Puebla,Coyomeapan,168,546,85,41,25,17,0.869,2,0
21037,Puebla,Coyotepec,90,307,39,27,15,9,0.903,1,0
21038,Puebla,Cuapiaxtla de Madero,877,3324,442,216,105,114,0.873,9,0
21039,Puebla,Cuautempan,291,1011,144,79,30,38,0.867,3,0
21040,Puebla,Cuautinchán,419,1555,220,97,56,46,0.857,3,0
21041,Puebla,Cuautlancingo,6175,53146,2826,1729,709,911,0.898,125,0
21042,Puebla,Cuayuca de Andrade,158,603,71,35,32,20,0.922,2,0
21043,Puebla,Cuetzalan del Progreso,1726,6803,644,327,507,248,0.953,18,0
21044,Puebla,Cuyoaco,802,3364,415,193,119,75,0.857,4,0
21045,Puebla,Chalchicomula de Sesma,2933,12923,1400,827,394,312,0.879,26,0
21046,Puebla,Chapulco,538,2283,213,79,200,46,0.885,1,0
21047,Puebla,Chiautla,1553,5906,705,431,172,245,0.901,12,0
21048,Puebla,Chiautzingo,1331,4988,681,306,191,153,0.871,8,0
21049,Puebla,Chiconcuautla,351,1345,227,64,40,20,0.723,5,0
21050,Puebla,Chichiquila,329,1306,201,76,27,25,0.751,1,0
21051,Puebla,Chietla,1881,7215,858,495,211,317,0.905,6,0
21052,Puebla,Chigmecatitlán,428,1373,59,27,330,12,0.54,1,0
21053,Puebla,Chignahuapan,3930,15621,1887,993,586,464,0.891,31,0
21054,Puebla,Chignautla,1602,6927,704,325,423,150,0.908,9,0
21055,Puebla,Chila,230,855,102,45,59,24,0.912,1,0
21056,Puebla,Chila de la Sal,92,400,39,22,25,6,0.893,1,0
21057,Puebla,Honey,200,713,82,76,26,16,0.866,2,0
21058,Puebla,Chilchotla,1113,4011,623,232,135,123,0.83,13,0
21059,Puebla,Chinantla,185,725,86,58,16,25,0.867,2,0
21060,Puebla,Domingo Arenas,342,1253,184,83,43,32,0.836,1,0
21061,Puebla,Eloxochitlán,184,687,129,25,14,16,0.67,1,0
21062,Puebla,Epatlán,211,852,101,52,27,31,0.896,2,0
21063,Puebla,Esperanza,971,3486,492,261,102,116,0.857,8,0
21064,Puebla,Francisco Z. Mena,562,2043,243,139,94,86,0.934,4,0
21065,Puebla,General Felipe Ángeles,1307,4572,731,309,159,108,0.814,8,0
21066,Puebla,Guadalupe,266,929,112,81,40,33,0.916,2,0
21067,Puebla,Guadalupe Victoria,1480,5420,740,382,208,150,0.868,11,0
21068,Puebla,Hermenegildo Galeana,143,645,82,23,25,13,0.819,0,0
21069,Puebla,Huaquechula,797,2882,391,177,134,95,0.892,2,0
21070,Puebla,Huatlatlauca,207,749,32,37,126,12,0.767,3,0
21071,Puebla,Huauchinango,7457,30894,3898,1881,737,941,0.849,83,0
21072,Puebla,Huehuetla,446,1998,184,102,82,78,0.951,3,0
21073,Puebla,Huehuetlán el Chico,747,2823,384,169,88,106,0.871,2,0
21074,Puebla,Huejotzingo,5939,37141,2916,1442,915,666,0.885,75,0
21075,Puebla,Hueyapan,1217,4504,341,156,634,86,0.827,6,0
21076,Puebla,Hueytamalco,788,3176,360,204,122,102,0.91,4,0
21077,Puebla,Hueytlalpan,168,628,85,42,33,8,0.834,1,0
21078,Puebla,Huitzilan de Serdán,457,1632,194,61,165,37,0.868,2,0
21079,Puebla,Huitziltepec,264,927,118,61,59,26,0.91,2,0
21080,Puebla,Atlequizayan,103,361,55,23,17,8,0.841,1,0
21081,Puebla,Ixcamilpa de Guerrero,138,570,62,38,22,16,0.907,0,0
21082,Puebla,Ixcaquixtla,622,2361,289,177,64,92,0.888,4,0
21083,Puebla,Ixtacamaxtitlán,129,633,48,39,26,16,0.946,1,0
21084,Puebla,Ixtepec,371,1365,190,67,71,43,0.879,3,0
21085,Puebla,Izúcar de Matamoros,6337,27979,2904,1845,591,997,0.887,67,0
21086,Puebla,Jalpan,31,287,10,15,6,0,0.746,0,0
21087,Puebla,Jolalpan,649,2384,297,112,188,52,0.882,5,0
21088,Puebla,Jonotla,117,492,48,26,25,18,0.95,1,0
21089,Puebla,Jopala,563,1854,245,94,152,72,0.921,2,0
21090,Puebla,Juan C. Bonilla,1364,5990,667,316,240,141,0.887,11,0
21091,Puebla,Juan Galindo,665,2534,297,173,71,124,0.911,4,0
21092,Puebla,Juan N. Méndez,307,1164,110,35,152,10,0.775,1,0
21093,Puebla,Lafragua,53,246,24,22,4,3,0.78,1,0
21094,Puebla,Libres,2727,11324,1364,750,307,306,0.86,37,0
21095,Puebla,La Magdalena Tlatlauquitepec,89,321,23,17,43,6,0.865,2,0
21096,Puebla,Mazapiltepec de Juárez,121,472,56,42,15,8,0.838,1,0
21097,Puebla,Mixtla,140,550,63,39,21,17,0.906,0,0
21098,Puebla,Molcaxac,264,977,134,63,37,30,0.872,2,0
21099,Puebla,Cañada Morelos,624,2485,353,132,67,72,0.822,5,0
21100,Puebla,Naupan,178,752,57,45,61,15,0.929,1,0
21101,Puebla,Nauzontla,121,466,47,26,33,15,0.946,1,0
21102,Puebla,Nealtican,1537,5287,696,283,377,181,0.914,9,0
21103,Puebla,Nicolás Bravo,293,1196,174,48,39,32,0.805,3,0
21104,Puebla,Nopalucan,1550,6641,809,325,297,119,0.852,8,0
21105,Puebla,Ocotepec,142,661,70,32,24,16,0.888,1,0
21106,Puebla,Ocoyucan,1787,7760,922,446,253,166,0.855,20,0
21107,Puebla,Olintla,313,1133,138,63,69,43,0.93,1,0
21108,Puebla,Oriental,985,3889,453,266,146,120,0.902,5,0
21109,Puebla,Pahuatlán,1351,4777,358,152,741,100,0.808,12,0
21110,Puebla,Palmar de Bravo,2801,10317,1671,540,340,250,0.791,26,0
21111,Puebla,Pantepec,625,2379,304,142,121,58,0.884,8,0
21112,Puebla,Petlalcingo,353,1286,156,89,60,48,0.924,2,0
21113,Puebla,Piaxtla,232,787,102,64,36,30,0.916,1,0
21114,Puebla,Puebla,107087,648231,49108,33904,9443,14632,0.871,1716,2
21115,Puebla,Quecholac,3748,13334,2190,840,397,321,0.792,37,0
21116,Puebla,Quimixtlán,208,872,118,60,19,11,0.76,6,0
21117,Puebla,Rafael Lara Grajales,1784,7274,953,410,234,187,0.848,16,0
21118,Puebla,Los Reyes de Juárez,2248,8187,1174,580,290,204,0.845,17,0
21119,Puebla,San Andrés Cholula,9911,70540,3882,3298,971,1760,0.915,266,2
21120,Puebla,San Antonio Cañada,140,544,54,26,55,5,0.841,1,0
21121,Puebla,San Diego la Mesa Tochimiltzingo,61,264,23,19,16,3,0.887,4,0
21122,Puebla,San Felipe Teotlalcingo,701,2532,376,163,70,92,0.844,4,0
21123,Puebla,San Felipe Tepatlán,32,173,15,10,4,3,0.866,1,0
21124,Puebla,San Gabriel Chilac,1783,6668,592,264,686,241,0.928,9,0
21125,Puebla,San Gregorio Atzompa,813,5774,359,180,180,94,0.922,11,0
21126,Puebla,San Jerónimo Tecuanipan,187,664,74,35,56,22,0.933,1,0
21127,Puebla,San Jerónimo Xayacatlán,160,592,68,42,22,28,0.932,1,0
21128,Puebla,San José Chiapa,449,3774,249,92,63,45,0.835,3,0
21129,Puebla,San José Miahuatlán,1349,4752,421,131,724,73,0.78,7,0
21130,Puebla,San Juan Atenco,197,751,107,50,18,22,0.824,3,0
21131,Puebla,San Juan Atzompa,214,699,39,37,121,17,0.82,2,0
21132,Puebla,San Martín Texmelucan,13868,57189,7180,3547,1429,1712,0.853,101,0
21133,Puebla,San Martín Totoltepec,63,271,30,15,8,10,0.901,3,0
21134,Puebla,San Matías Tlalancaleca,1628,5940,677,297,488,166,0.916,7,0
21135,Puebla,San Miguel Ixitlán,104,369,20,15,69,0,0.627,1,0
21136,Puebla,San Miguel Xoxtla,1029,4947,532,239,129,129,0.866,7,0
21137,Puebla,San Nicolás Buenos Aires,588,2101,288,132,89,79,0.895,4,0
21138,Puebla,San Nicolás de los Ranchos,1094,3756,620,227,161,86,0.815,2,0
21139,Puebla,San Pablo Anicano,200,726,83,62,32,23,0.916,2,0
21140,Puebla,San Pedro Cholula,12135,57659,5428,3229,2026,1452,0.913,139,0
21141,Puebla,San Pedro Yeloixtlahuaca,170,781,67,46,27,30,0.951,0,0
21142,Puebla,San Salvador el Seco,3158,11101,1230,527,1132,269,0.897,25,0
21143,Puebla,San Salvador el Verde,2399,9275,1291,525,277,306,0.85,12,0
21144,Puebla,San Salvador Huixcolotla,3457,12070,2456,369,408,224,0.657,26,1
21145,Puebla,San Sebastián Tlacotepec,185,713,97,35,36,17,0.859,4,0
21146,Puebla,Santa Catarina Tlaltempan,194,719,27,24,137,6,0.639,0,0
21147,Puebla,Santa Inés Ahuatempan,787,2588,215,102,433,37,0.788,7,0
21148,Puebla,Santa Isabel Cholula,465,2533,272,105,47,41,0.79,14,0
21149,Puebla,Santiago Miahuatlán,1714,9502,867,297,412,138,0.861,16,0
21150,Puebla,Huehuetlán el Grande,257,936,141,60,32,24,0.829,2,0
21151,Puebla,Santo Tomás Hueyotlipan,905,3048,418,248,157,82,0.889,4,0
21152,Puebla,Soltepec,537,1968,264,160,61,52,0.853,1,0
21153,Puebla,Tecali de Herrera,1764,7600,875,319,419,151,0.872,21,1
21154,Puebla,Tecamachalco,6040,25023,3154,1626,665,595,0.839,61,2
21155,Puebla,Tecomatlán,250,1216,110,76,21,43,0.89,3,0
21156,Puebla,Tehuacán,25091,126393,11415,6663,4064,2949,0.907,265,0
21157,Puebla,Tehuitzingo,857,3184,415,207,93,142,0.89,9,0
21158,Puebla,Tenampulco,217,770,87,49,42,39,0.959,4,0
21159,Puebla,Teopantlán,859,2753,156,36,623,44,0.597,0,0
21160,Puebla,Teotlalco,113,428,59,25,17,12,0.863,1,0
21161,Puebla,Tepanco de López,1490,6797,772,320,245,153,0.867,10,0
21162,Puebla,Tepango de Rodríguez,269,965,159,46,50,14,0.779,2,0
21163,Puebla,Tepatlaxco de Hidalgo,1348,4516,679,318,227,124,0.87,9,0
21164,Puebla,Tepeaca,7520,30062,3733,1915,1042,830,0.875,67,0
21165,Puebla,Tepemaxalco,160,539,25,13,119,3,0.569,0,0
21166,Puebla,Tepeojuma,477,1731,212,93,58,114,0.921,7,0
21167,Puebla,Tepetzintla,124,586,71,32,16,5,0.766,0,0
21168,Puebla,Tepexco,826,2909,250,96,416,64,0.834,6,0
21169,Puebla,Tepexi de Rodríguez,680,3307,303,187,94,96,0.913,6,0
21170,Puebla,Tepeyahualco,844,3691,397,179,185,83,0.898,6,0
21171,Puebla,Tepeyahualco de Cuauhtémoc,324,1457,120,60,108,36,0.931,2,0
21172,Puebla,Tetela de Ocampo,1175,4440,571,313,128,163,0.879,14,0
21173,Puebla,Teteles de Avila Castillo,473,1906,196,152,76,49,0.908,3,0
21174,Puebla,Teziutlán,7290,40855,3182,2008,1188,912,0.918,94,0
21175,Puebla,Tianguismanalco,563,1967,232,88,203,40,0.874,10,0
21176,Puebla,Tilapa,197,725,99,53,21,24,0.861,0,0
21177,Puebla,Tlacotepec de Benito Juárez,3898,13865,1470,572,1583,273,0.867,14,0
21178,Puebla,Tlacuilotepec,206,911,95,40,46,25,0.913,2,0
21179,Puebla,Tlachichuca,1196,4625,589,301,195,111,0.875,11,0
21180,Puebla,Tlahuapan,2233,8729,1153,436,437,207,0.866,17,0
21181,Puebla,Tlaltenango,464,1495,300,91,35,38,0.722,1,0
21182,Puebla,Tlanepantla,481,1813,195,109,159,18,0.859,4,0
21183,Puebla,Tlaola,539,2023,318,132,49,40,0.77,3,0
21184,Puebla,Tlapacoya,104,381,50,23,18,13,0.901,0,0
21185,Puebla,Tlapanalá,371,1462,181,85,45,60,0.893,1,0
21186,Puebla,Tlatlauquitepec,2306,10267,1123,636,267,280,0.874,26,1
21187,Puebla,Tlaxco,152,587,74,32,30,16,0.891,0,0
21188,Puebla,Tochimilco,826,2940,376,117,264,69,0.871,4,0
21189,Puebla,Tochtepec,1642,5597,818,425,238,161,0.869,9,0
21190,Puebla,Totoltepec de Guerrero,75,314,36,15,11,13,0.909,1,0
21191,Puebla,Tulcingo,1019,3646,491,259,120,149,0.889,16,0
21192,Puebla,Tuzamapan de Galeana,184,669,93,34,39,18,0.875,2,0
21193,Puebla,Tzicatlacoyan,321,1040,30,24,263,4,0.457,2,0
21194,Puebla,Venustiano Carranza,2276,8732,1063,547,341,325,0.909,12,0
21195,Puebla,Vicente Guerrero,802,2879,543,110,79,70,0.705,3,0
21196,Puebla,Xayacatlán de Bravo,82,397,34,22,17,9,0.928,0,0
21197,Puebla,Xicotepec,5392,21379,2451,1385,814,742,0.913,47,1
21198,Puebla,Xicotlán,78,305,36,21,17,4,0.862,2,0
21199,Puebla,Xiutetelco,1919,8247,928,402,407,182,0.888,14,0
21200,Puebla,Xochiapulco,160,593,71,45,27,17,0.906,2,0
21201,Puebla,Xochiltepec,136,544,73,26,21,16,0.859,1,0
21202,Puebla,Xochitlán de Vicente Suárez,669,2319,210,74,355,30,0.781,4,0
21203,Puebla,Xochitlán Todos Santos,463,1636,253,85,88,37,0.836,4,0
21204,Puebla,Yaonáhuac,458,1534,196,87,142,33,0.888,3,0
21205,Puebla,Yehualtepec,1464,4925,878,241,212,133,0.794,5,0
21206,Puebla,Zacapala,159,642,67,37,28,27,0.945,1,0
21207,Puebla,Zacapoaxtla,3124,12575,1556,849,347,372,0.865,25,0
21208,Puebla,Zacatlán,5470,23949,2615,1491,681,683,0.885,48,0
21209,Puebla,Zapotitlán,493,1757,142,86,192,73,0.947,6,0
21210,Puebla,Zapotitlán de Méndez,302,1192,113,77,53,59,0.967,4,0
21211,Puebla,Zaragoza,1537,5600,783,402,142,210,0.856,10,0
21212,Puebla,Zautla,1497,5037,419,169,827,82,0.786,9,0
21213,Puebla,Zihuateutla,264,1073,106,65,64,29,0.936,3,0
21214,Puebla,Zinacatepec,1882,6909,898,308,447,229,0.9,6,0
21215,Puebla,Zongozotla,320,1165,153,64,68,35,0.899,3,0
21216,Puebla,Zoquiapan,102,454,57,27,14,4,0.777,2,0
21217,Puebla,Zoquitlán,862,3235,558,178,74,52,0.712,1,0
22001,Querétaro,Amealco de Bonfil,1646,7024,879,475,110,182,0.806,19,0
22002,Querétaro,Pinal de Amoles,400,2294,166,126,29,79,0.894,6,0
22003,Querétaro,Arroyo Seco,467,2176,198,131,51,87,0.92,12,0
22004,Querétaro,Cadereyta de Montes,2289,11881,1081,662,283,263,0.88,25,0
22005,Querétaro,Colón,1805,19050,871,467,249,218,0.887,67,0
22006,Querétaro,Corregidora,8279,57199,3341,2909,705,1324,0.892,172,0
22007,Querétaro,Ezequiel Montes,3236,15845,1558,772,319,587,0.889,43,0
22008,Querétaro,Huimilpan,706,6286,355,168,112,71,0.873,24,0
22009,Querétaro,Jalpan de Serra,1564,8420,725,506,99,234,0.851,20,0
22010,Querétaro,Landa de Matamoros,218,1439,87,75,16,40,0.892,4,0
22011,Querétaro,El Marqués,7126,105084,3187,1824,1035,1080,0.92,272,0
22012,Querétaro,Pedro Escobedo,3327,17374,1803,819,284,421,0.829,42,1
22013,Querétaro,Peñamiller,256,1204,111,71,27,47,0.914,4,0
22014,Querétaro,Querétaro,55019,487421,23641,19263,4238,7877,0.87,1401,0
22015,Querétaro,San Joaquín,400,2141,190,115,35,60,0.873,6,0
22016,Querétaro,San Juan del Río,16004,111389,7223,5020,1515,2246,0.881,230,0
22017,Querétaro,Tequisquiapan,5131,21435,2474,1232,761,664,0.896,51,0
22018,Querétaro,Tolimán,995,3939,499,273,85,138,0.855,6,0
23001,Quintana Roo,Cozumel,5190,42548,2335,1660,264,931,0.854,154,0
23002,Quintana Roo,Felipe Carrillo Puerto,2660,14323,1307,775,205,373,0.852,59,0
23003,Quintana Roo,Isla Mujeres,1518,15239,654,434,82,348,0.877,38,0
23004,Quintana Roo,Othón P. Blanco,10456,78513,4267,3695,818,1676,0.884,290,0
23005,Quintana Roo,Benito Juárez,29633,275968,12684,10529,1714,4706,0.857,1123,2
23006,Quintana Roo,José María Morelos,1269,5850,587,402,118,162,0.869,24,0
23007,Quintana Roo,Lázaro Cárdenas,1237,7744,446,311,93,387,0.918,44,0
23008,Quintana Roo,Solidaridad,10928,103753,4818,3644,525,1941,0.851,471,0
23009,Quintana Roo,Tulum,3619,29236,1483,977,168,991,0.877,135,0
23010,Quintana Roo,Bacalar,1406,8099,586,339,86,395,0.891,42,0
23011,Quintana Roo,Puerto Morelos,1344,14016,558,427,75,284,0.879,44,0
24001,San Luis Potosí,Ahualulco,723,3112,383,182,56,102,0.835,6,0
24002,San Luis Potosí,Alaquines,106,598,54,36,11,5,0.786,2,0
24003,San Luis Potosí,Aquismón,542,2693,242,127,74,99,0.925,8,0
24004,San Luis Potosí,Armadillo de los Infante,50,338,15,18,4,13,0.924,0,0
