cvegeo,estado,municipio,n_estab,empleo,comercio,servicios,industria,alimentos,resiliencia,altas_recientes,indicadoras
01001,Aguascalientes,Aguascalientes,51973,361735,20603,18555,4806,8009,0.897,1028,4
01002,Aguascalientes,Asientos,1467,6760,617,471,118,261,0.894,12,0
01003,Aguascalientes,Calvillo,2528,12928,1130,740,283,375,0.9,28,0
01004,Aguascalientes,Cosío,576,3863,270,153,49,104,0.884,8,0
01005,Aguascalientes,Jesús María,5958,58532,2467,1686,920,885,0.933,149,0
01006,Aguascalientes,Pabellón de Arteaga,2367,12007,1048,701,181,437,0.887,35,0
01007,Aguascalientes,Rincón de Romos,2827,14191,1338,799,242,448,0.875,22,0
01008,Aguascalientes,San José de Gracia,587,2783,250,145,69,123,0.929,5,0
01009,Aguascalientes,Tepezalá,750,3727,319,209,63,159,0.906,9,0
01010,Aguascalientes,El Llano,595,3535,275,144,62,114,0.903,6,0
01011,Aguascalientes,San Francisco de los Romo,2243,25421,981,611,265,386,0.917,38,0
02001,Baja California,Ensenada,19238,149034,7473,7875,1450,2440,0.858,356,1
02002,Baja California,Mexicali,38385,351170,13855,16786,2981,4763,0.856,909,5
02003,Baja California,Tecate,4705,51095,1722,1868,502,613,0.894,111,0
02004,Baja California,Tijuana,65253,640711,25667,27365,4683,7538,0.844,1614,4
02005,Baja California,Playas de Rosarito,6112,41347,2216,2324,508,1064,0.899,121,0
02006,Baja California,San Quintín,4294,24306,1841,1590,356,507,0.858,81,0
02007,Baja California,San Felipe                                                                  ,1221,8724,427,447,112,235,0.917,31,0
03001,Baja California Sur,Comondú,4292,27743,1523,1465,768,536,0.939,155,0
03002,Baja California Sur,Mulegé,3070,22808,1150,1063,462,395,0.926,155,0
03003,Baja California Sur,La Paz,15773,121852,5054,6634,1718,2367,0.905,510,0
03008,Baja California Sur,Los Cabos,18309,158890,6871,6918,1599,2921,0.895,647,1
03009,Baja California Sur,Loreto,1133,8782,372,423,136,202,0.934,40,0
04001,Campeche,Calkiní,2909,12884,864,742,970,333,0.955,29,0
04002,Campeche,Campeche,15675,107377,6438,5600,1480,2157,0.887,321,0
04003,Campeche,Carmen,14540,101273,6089,4620,1500,2331,0.906,408,0
04004,Campeche,Champotón,3662,19743,1764,949,447,502,0.888,55,0
04005,Campeche,Hecelchakán,1305,6023,610,382,122,191,0.879,7,0
04006,Campeche,Hopelchén,1324,6339,586,356,199,183,0.918,14,0
04007,Campeche,Palizada,569,2715,132,123,255,59,0.912,6,0
04008,Campeche,Tenabo,639,3313,285,184,76,94,0.904,9,0
04009,Campeche,Escárcega,3045,15241,1468,844,336,397,0.877,44,0
04010,Campeche,Calakmul,819,3951,356,254,66,143,0.889,17,0
04011,Campeche,Candelaria,1043,5151,511,303,100,129,0.86,18,0
04012,Campeche,Seybaplaya,1008,4498,495,241,145,127,0.888,9,0
04013,Campeche,Dzitbalché                                                                  ,1283,5329,500,254,419,110,0.912,16,0
05001,Coahuila de Zaragoza,Abasolo,51,394,17,28,4,2,0.737,1,0
05002,Coahuila de Zaragoza,Acuña,5653,51177,2344,2310,415,584,0.835,141,0
05003,Coahuila de Zaragoza,Allende,1036,6485,442,403,77,114,0.842,10,1
05004,Coahuila de Zaragoza,Arteaga,908,19498,334,289,126,159,0.946,38,1
05005,Coahuila de Zaragoza,Candela,80,558,35,32,5,8,0.816,2,0
05006,Coahuila de Zaragoza,Castaños,1244,9410,566,431,152,95,0.85,20,0
05007,Coahuila de Zaragoza,Cuatro Ciénegas,612,3493,253,210,68,81,0.897,5,0
05008,Coahuila de Zaragoza,Escobedo,31,180,13,14,4,0,0.712,1,0
05009,Coahuila de Zaragoza,Francisco I. Madero,2603,14439,1189,862,175,377,0.855,49,0
05010,Coahuila de Zaragoza,Frontera,3040,28299,1376,889,457,318,0.894,64,0
05011,Coahuila de Zaragoza,General Cepeda,395,1868,184,121,44,46,0.875,3,0
05012,Coahuila de Zaragoza,Guerrero,50,396,17,27,4,2,0.743,2,0
05013,Coahuila de Zaragoza,Hidalgo,62,819,26,32,2,2,0.669,0,0
05014,Coahuila de Zaragoza,Jiménez,240,987,101,88,16,35,0.861,5,0
05015,Coahuila de Zaragoza,Juárez,66,313,27,28,6,5,0.824,4,0
05016,Coahuila de Zaragoza,Lamadrid,100,585,40,38,13,9,0.877,0,0
05017,Coahuila de Zaragoza,Matamoros,4151,23805,1825,1298,395,633,0.891,40,0
05018,Coahuila de Zaragoza,Monclova,11111,79425,4663,4001,1347,1100,0.878,252,1
05019,Coahuila de Zaragoza,Morelos,362,2041,139,136,31,56,0.891,3,0
05020,Coahuila de Zaragoza,Múzquiz,3119,15938,1312,1051,398,358,0.896,39,0
05021,Coahuila de Zaragoza,Nadadores,247,1046,105,88,25,29,0.876,4,0
05022,Coahuila de Zaragoza,Nava,1226,10351,522,466,122,116,0.854,19,0
05023,Coahuila de Zaragoza,Ocampo,369,2653,170,108,52,39,0.887,8,1
05024,Coahuila de Zaragoza,Parras,1736,11529,774,544,158,260,0.885,31,0
05025,Coahuila de Zaragoza,Piedras Negras,6756,56785,2525,2929,520,782,0.849,161,0
05026,Coahuila de Zaragoza,Progreso,42,347,16,22,2,2,0.719,2,0
05027,Coahuila de Zaragoza,Ramos Arizpe,4334,77398,1785,1481,572,496,0.9,177,0
05028,Coahuila de Zaragoza,Sabinas,3216,22968,1295,1145,340,436,0.896,71,0
05029,Coahuila de Zaragoza,Sacramento,99,464,35,49,5,10,0.792,0,0
05030,Coahuila de Zaragoza,Saltillo,33814,281954,14260,12735,3300,3519,0.862,976,5
05031,Coahuila de Zaragoza,San Buenaventura,1077,5811,484,387,115,91,0.847,12,0
05032,Coahuila de Zaragoza,San Juan de Sabinas,2088,13287,814,789,201,284,0.888,15,0
05033,Coahuila de Zaragoza,San Pedro,3330,21599,1545,1060,282,443,0.864,44,0
05034,Coahuila de Zaragoza,Sierra Mojada,156,802,55,55,36,10,0.901,10,0
05035,Coahuila de Zaragoza,Torreón,32519,273445,12615,12208,2741,4955,0.887,870,3
05036,Coahuila de Zaragoza,Viesca,244,1130,93,77,28,46,0.934,3,0
05037,Coahuila de Zaragoza,Villa Unión,221,1159,99,89,17,16,0.803,1,0
05038,Coahuila de Zaragoza,Zaragoza,564,2703,232,202,53,77,0.885,11,0
06001,Colima,Armería,1646,7908,602,461,198,385,0.951,19,0
06002,Colima,Colima,11962,86548,4079,4910,1087,1886,0.896,279,0
06003,Colima,Comala,1022,5812,365,303,160,194,0.962,18,0
06004,Colima,Coquimatlán,927,4706,373,281,104,169,0.926,19,0
06005,Colima,Cuauhtémoc,1546,8329,627,481,162,276,0.918,21,0
06006,Colima,Ixtlahuacán,291,1801,110,90,23,68,0.917,4,0
06007,Colima,Manzanillo,10203,81457,3804,3738,812,1849,0.899,251,1
06008,Colima,Minatitlán,489,3201,207,144,42,96,0.905,9,0
06009,Colima,Tecomán,7017,38518,2819,2058,682,1458,0.923,97,0
06010,Colima,Villa de Álvarez,6970,38053,2501,2449,710,1310,0.925,107,0
07001,Chiapas,Acacoyagua,780,3129,376,170,125,109,0.903,8,0
07002,Chiapas,Acala,1427,5596,763,331,140,193,0.845,14,0
07003,Chiapas,Acapetahua,1059,5888,478,267,134,180,0.916,14,0
07004,Chiapas,Altamirano,1433,5311,885,247,157,144,0.775,10,0
07005,Chiapas,Amatán,393,1613,234,93,28,38,0.767,0,0
07006,Chiapas,Amatenango de la Frontera,385,1387,185,81,62,57,0.907,13,0
07007,Chiapas,Amatenango del Valle,1383,4424,138,65,1148,32,0.444,2,0
07008,Chiapas,Angel Albino Corzo,1742,6660,889,375,222,256,0.879,27,0
07009,Chiapas,Arriaga,2956,14530,1353,737,388,478,0.913,33,2
07010,Chiapas,Bejucal de Ocampo,52,166,16,21,8,7,0.928,1,0
07011,Chiapas,Bella Vista,236,846,125,60,22,29,0.839,3,0
07012,Chiapas,Berriozábal,3803,15205,1556,762,1110,375,0.92,29,0
07013,Chiapas,Bochil,1623,6794,946,402,118,157,0.777,14,0
07014,Chiapas,El Bosque,463,1830,298,71,64,30,0.737,3,0
07015,Chiapas,Cacahoatán,2442,9273,1195,666,243,338,0.871,28,0
07016,Chiapas,Catazajá,441,2814,180,135,50,76,0.922,8,0
07017,Chiapas,Cintalapa,4500,18217,2110,1217,620,553,0.894,59,1
07018,Chiapas,Coapilla,488,1683,215,117,88,68,0.928,7,0
07019,Chiapas,Comitán de Domínguez,14579,61705,7596,3866,1217,1900,0.84,134,0
07020,Chiapas,La Concordia,1410,6294,646,293,232,239,0.925,39,0
07021,Chiapas,Copainalá,979,4265,470,279,84,146,0.869,10,0
07022,Chiapas,Chalchihuitán,311,1209,193,70,18,30,0.737,8,0
07023,Chiapas,Chamula,1227,4256,828,134,111,154,0.711,6,0
07024,Chiapas,Chanal,462,1782,315,96,34,17,0.65,6,0
07025,Chiapas,Chapultenango,286,1177,135,82,40,29,0.88,3,0
07026,Chiapas,Chenalhó,539,2186,262,116,114,47,0.882,7,0
07027,Chiapas,Chiapa de Corzo,4223,19303,2096,1074,483,570,0.876,39,0
07028,Chiapas,Chiapilla,390,1529,221,75,38,56,0.826,2,0
07029,Chiapas,Chicoasén,322,1225,159,73,36,54,0.887,1,0
07030,Chiapas,Chicomuselo,1218,4038,641,317,128,132,0.841,49,0
07031,Chiapas,Chilón,1606,7015,871,385,153,197,0.834,16,0
07032,Chiapas,Escuintla,1559,6551,756,413,136,254,0.874,8,0
07033,Chiapas,Francisco León,48,326,25,17,3,3,0.76,1,0
07034,Chiapas,Frontera Comalapa,3677,13689,1913,906,316,542,0.85,84,0
07035,Chiapas,Frontera Hidalgo,594,2255,251,148,57,138,0.919,3,0
07036,Chiapas,La Grandeza,229,719,112,64,24,29,0.869,5,0
07037,Chiapas,Huehuetán,1319,5736,590,332,128,269,0.907,10,0
07038,Chiapas,Huixtán,206,830,118,57,13,18,0.766,1,0
07039,Chiapas,Huitiupán,365,1679,195,85,43,42,0.848,1,0
07040,Chiapas,Huixtla,4009,18607,1949,1075,315,670,0.867,35,0
07041,Chiapas,La Independencia,1404,4891,847,275,163,119,0.781,8,0
07042,Chiapas,Ixhuatán,359,1375,186,93,35,45,0.85,3,0
07043,Chiapas,Ixtacomitán,474,1859,205,135,63,71,0.918,7,0
07044,Chiapas,Ixtapa,661,2444,340,169,76,76,0.857,3,0
07045,Chiapas,Ixtapangajoya,123,487,53,34,19,17,0.923,1,0
07046,Chiapas,Jiquipilas,1221,5084,600,346,141,134,0.864,8,1
07047,Chiapas,Jitotol,670,2516,376,146,75,73,0.824,2,0
07048,Chiapas,Juárez,885,3313,385,250,85,165,0.907,12,0
07049,Chiapas,Larráinzar,722,2422,440,125,99,58,0.779,24,0
07050,Chiapas,La Libertad,203,984,96,60,25,22,0.875,4,0
07051,Chiapas,Mapastepec,2388,10981,1102,632,254,400,0.899,35,0
07052,Chiapas,Las Margaritas,3506,14045,2142,793,294,277,0.754,32,0
07053,Chiapas,Mazapa de Madero,85,275,34,36,7,8,0.836,2,0
07054,Chiapas,Mazatán,1391,5278,574,389,184,244,0.934,11,0
07055,Chiapas,Metapa,289,1842,116,83,26,64,0.92,5,0
07056,Chiapas,Mitontic,104,361,69,25,8,2,0.641,11,0
07057,Chiapas,Motozintla,3019,12599,1565,813,270,371,0.842,53,0
07058,Chiapas,Nicolás Ruíz,368,1248,196,79,66,27,0.841,4,0
07059,Chiapas,Ocosingo,7123,29154,3938,1705,671,809,0.822,66,0
07060,Chiapas,Ocotepec,359,1381,221,82,27,29,0.746,1,0
07061,Chiapas,Ocozocoautla de Espinosa,4162,17022,2044,1009,599,510,0.887,50,0
07062,Chiapas,Ostuacán,482,2647,214,123,66,79,0.922,4,0
07063,Chiapas,Osumacinta,180,863,85,45,19,31,0.895,2,0
07064,Chiapas,Oxchuc,1124,4286,689,259,92,84,0.748,8,0
07065,Chiapas,Palenque,5464,28240,2526,1634,476,828,0.877,91,2
07066,Chiapas,Pantelhó,645,2271,381,119,111,34,0.78,4,0
07067,Chiapas,Pantepec,216,980,97,63,36,20,0.893,2,0
07068,Chiapas,Pichucalco,1689,7731,732,550,134,273,0.882,25,0
07069,Chiapas,Pijijiapan,2085,11098,913,534,262,376,0.923,41,0
07070,Chiapas,El Porvenir,379,1162,216,84,27,52,0.804,6,0
07071,Chiapas,Villa Comaltitlán,990,4279,459,273,103,155,0.893,8,0
07072,Chiapas,Pueblo Nuevo Solistahuacán,1135,4285,654,244,136,101,0.806,7,0
07073,Chiapas,Rayón,605,2248,350,143,61,51,0.792,2,0
07074,Chiapas,Reforma,2244,10993,1008,682,186,368,0.883,26,0
07075,Chiapas,Las Rosas,1924,7421,1094,420,230,180,0.814,11,0
07076,Chiapas,Sabanilla,475,2023,255,104,55,61,0.851,2,0
07077,Chiapas,Salto de Agua,695,3570,321,194,66,114,0.889,8,0
07078,Chiapas,San Cristóbal de las Casas,20251,89063,10340,5204,1921,2786,0.857,234,3
07079,Chiapas,San Fernando,1005,4057,482,286,107,130,0.875,8,0
07080,Chiapas,Siltepec,646,2497,323,178,56,89,0.856,11,0
07081,Chiapas,Simojovel,1553,5652,810,315,262,166,0.867,6,0
07082,Chiapas,Sitalá,264,1219,154,58,27,25,0.796,4,0
07083,Chiapas,Socoltenango,506,2158,261,129,67,49,0.854,3,0
07084,Chiapas,Solosuchiapa,228,950,101,66,30,31,0.907,3,0
07085,Chiapas,Soyaló,566,2224,316,130,72,48,0.819,4,0
07086,Chiapas,Suchiapa,1504,6125,741,360,205,198,0.887,10,0
07087,Chiapas,Suchiate,2147,9720,1062,595,138,352,0.849,24,0
07088,Chiapas,Sunuapa,116,484,54,31,20,11,0.891,1,0
07089,Chiapas,Tapachula,20269,105936,8868,6577,1545,3279,0.878,301,0
07090,Chiapas,Tapalapa,176,634,85,55,24,12,0.844,1,0
07091,Chiapas,Tapilula,995,3872,482,275,111,127,0.876,5,0
07092,Chiapas,Tecpatán,745,3082,372,185,85,103,0.876,13,0
07093,Chiapas,Tenejapa,425,1717,251,88,43,43,0.794,4,0
07094,Chiapas,Teopisca,3091,11921,1632,588,609,262,0.853,24,0
07096,Chiapas,Tila,1864,7275,1102,340,224,198,0.804,6,0
07097,Chiapas,Tonalá,5671,29640,2653,1426,680,912,0.902,97,0
07098,Chiapas,Totolapa,396,1505,260,52,44,40,0.735,1,0
07099,Chiapas,La Trinitaria,2344,8944,1326,584,242,192,0.799,15,0
07100,Chiapas,Tumbalá,556,2228,336,133,48,39,0.753,4,0
07101,Chiapas,Tuxtla Gutiérrez,44742,259428,19846,14828,4002,6066,0.875,725,3
07102,Chiapas,Tuxtla Chico,908,4320,374,274,107,153,0.923,18,0
07103,Chiapas,Tuzantán,400,1737,168,116,56,60,0.926,4,0
07104,Chiapas,Tzimol,955,3581,471,219,160,105,0.886,4,0
07105,Chiapas,Unión Juárez,576,2163,252,147,55,122,0.911,3,0
07106,Chiapas,Venustiano Carranza,3554,13883,1719,730,761,344,0.889,13,1
07107,Chiapas,Villa Corzo,2920,10772,1454,626,430,410,0.891,35,0
07108,Chiapas,Villaflores,6936,29918,3258,1828,871,979,0.897,56,1
07109,Chiapas,Yajalón,2193,9168,1201,549,209,234,0.822,25,0
07110,Chiapas,San Lucas,413,1571,255,57,45,56,0.782,1,0
07111,Chiapas,Zinacantán,1548,5309,595,170,722,61,0.789,10,0
07112,Chiapas,San Juan Cancuc,483,1946,293,127,32,31,0.729,2,0
07113,Chiapas,Aldama,120,429,49,31,38,2,0.828,20,0
07114,Chiapas,Benemérito de las Américas,907,3782,486,224,91,106,0.838,11,0
07115,Chiapas,Maravilla Tenejapa,293,1253,156,77,25,35,0.83,2,0
07116,Chiapas,Marqués de Comillas,265,891,144,65,29,27,0.83,3,0
07117,Chiapas,Montecristo de Guerrero,270,1085,145,58,31,36,0.852,4,0
07118,Chiapas,San Andrés Duraznal,235,898,172,23,37,3,0.579,2,0
07119,Chiapas,Santiago el Pinar,58,213,38,15,3,2,0.646,1,0
07120,Chiapas,Capitán Luis Ángel Vidal,43,129,23,14,1,5,0.749,2,0
07121,Chiapas,Rincón Chamula San Pedro,221,973,162,44,13,2,0.547,3,0
07122,Chiapas,El Parral,1261,4730,662,254,160,185,0.869,4,0
07123,Chiapas,Emiliano Zapata,535,2080,275,136,55,69,0.857,7,0
07124,Chiapas,Mezcalapa,793,3407,410,216,57,110,0.836,11,0
07125,Chiapas,Honduras de la Sierra,1,3,0,1,0,0,-0.0,1,0
08001,Chihuahua,Ahumada,607,4128,261,205,55,86,0.883,10,0
08002,Chihuahua,Aldama,990,6125,434,340,93,123,0.873,21,0
08003,Chihuahua,Allende,353,1913,137,126,41,49,0.908,2,0
08004,Chihuahua,Aquiles Serdán,408,2661,171,147,27,63,0.866,4,0
08005,Chihuahua,Ascensión,1216,6271,523,442,94,157,0.861,35,0
08006,Chihuahua,Bachíniva,167,727,65,78,16,8,0.789,4,0
08007,Chihuahua,Balleza,239,1364,91,81,24,43,0.919,4,0
08008,Chihuahua,Batopilas de Manuel Gómez Morín,68,453,28,18,5,17,0.906,3,0
08009,Chihuahua,Bocoyna,1160,6294,505,404,94,157,0.868,17,0
08010,Chihuahua,Buenaventura,1158,5991,537,417,69,135,0.824,18,0
08011,Chihuahua,Camargo,2502,15327,1145,853,164,340,0.847,29,0
08012,Chihuahua,Carichí,121,605,53,54,9,5,0.755,2,0
08013,Chihuahua,Casas Grandes,419,2072,160,155,67,37,0.897,15,0
08014,Chihuahua,Coronado,71,287,26,37,5,3,0.742,1,0
08015,Chihuahua,Coyame del Sotol,47,370,18,19,5,5,0.873,1,0
08016,Chihuahua,La Cruz,90,360,33,42,4,11,0.807,0,0
08017,Chihuahua,Cuauhtémoc,9970,66965,4532,3766,829,843,0.824,216,0
08018,Chihuahua,Cusihuiriachi,25,139,9,13,2,1,0.749,3,0
08019,Chihuahua,Chihuahua,39413,366700,14916,16177,3607,4713,0.87,1161,1
08020,Chihuahua,Chínipas,135,1051,54,61,6,14,0.793,2,0
08021,Chihuahua,Delicias,7432,49055,3211,2847,676,698,0.844,131,0
08022,Chihuahua,Dr. Belisario Domínguez,66,269,16,40,4,6,0.747,0,0
08023,Chihuahua,Galeana,53,416,23,22,6,2,0.792,2,0
08024,Chihuahua,Santa Isabel,240,1120,94,89,21,36,0.889,9,0
08025,Chihuahua,Gómez Farías,342,1933,152,139,25,26,0.803,3,0
08026,Chihuahua,Gran Morelos,61,269,14,39,5,3,0.705,2,0
08027,Chihuahua,Guachochi,1298,7404,602,448,111,137,0.845,10,0
08028,Chihuahua,Guadalupe,162,936,50,79,15,18,0.849,0,0
08029,Chihuahua,Guadalupe y Calvo,740,3619,375,245,48,72,0.804,5,0
08030,Chihuahua,Guazapares,195,781,83,77,14,21,0.836,1,0
08031,Chihuahua,Guerrero,1329,6409,598,503,104,124,0.828,21,0
08032,Chihuahua,Hidalgo del Parral,7076,42716,2876,2706,639,855,0.87,103,0
08033,Chihuahua,Huejotitán,27,86,7,17,3,0,0.639,1,0
08034,Chihuahua,Ignacio Zaragoza,202,897,108,73,10,11,0.728,6,0
08035,Chihuahua,Janos,300,1287,121,114,10,55,0.836,4,0
08036,Chihuahua,Jiménez,1962,10231,860,690,157,255,0.863,18,0
08037,Chihuahua,Juárez,47537,462150,19667,18316,3063,6491,0.852,1115,2
08038,Chihuahua,Julimes,140,644,55,65,8,12,0.792,1,0
08039,Chihuahua,López,138,540,51,51,20,16,0.913,0,0
08040,Chihuahua,Madera,1146,6372,523,426,90,107,0.827,13,0
08041,Chihuahua,Maguarichi,52,358,11,35,3,3,0.667,2,0
08042,Chihuahua,Manuel Benavides,57,211,21,26,4,6,0.829,0,0
08043,Chihuahua,Matachí,133,889,61,53,11,8,0.793,5,0
08044,Chihuahua,Matamoros,171,963,66,72,17,16,0.853,4,0
08045,Chihuahua,Meoqui,1793,11387,795,669,151,178,0.841,26,0
08046,Chihuahua,Morelos,68,423,26,33,2,7,0.762,1,0
08047,Chihuahua,Moris,138,512,57,49,20,12,0.884,3,0
08048,Chihuahua,Namiquipa,1145,5417,456,451,117,121,0.869,18,0
08049,Chihuahua,Nonoava,127,467,40,65,7,15,0.807,1,0
08050,Chihuahua,Nuevo Casas Grandes,3644,22427,1561,1478,255,350,0.823,55,0
08051,Chihuahua,Ocampo,304,2195,131,104,22,47,0.872,3,0
08052,Chihuahua,Ojinaga,1416,8426,512,608,103,193,0.861,26,0
08053,Chihuahua,Praxedis G. Guerrero,298,1778,102,129,20,47,0.867,3,0
08054,Chihuahua,Riva Palacio,90,587,32,44,8,6,0.803,2,0
08055,Chihuahua,Rosales,378,1629,148,151,39,40,0.87,9,0
08056,Chihuahua,Rosario,39,214,11,20,3,5,0.837,0,0
08057,Chihuahua,San Francisco de Borja,103,376,28,55,9,11,0.823,3,0
08058,Chihuahua,San Francisco de Conchos,52,271,13,28,2,9,0.8,0,0
08059,Chihuahua,San Francisco del Oro,210,1434,81,80,24,25,0.892,2,0
08060,Chihuahua,Santa Bárbara,531,3378,225,179,40,87,0.881,5,0
08061,Chihuahua,Satevó,95,859,25,54,6,10,0.782,4,0
08062,Chihuahua,Saucillo,1051,5209,455,363,88,145,0.873,12,0
08063,Chihuahua,Temósachic,136,553,52,64,8,12,0.796,4,0
08064,Chihuahua,El Tule,70,468,25,33,4,8,0.818,2,0
08065,Chihuahua,Urique,223,1539,95,76,18,34,0.88,6,0
08066,Chihuahua,Uruachi,101,539,27,62,5,7,0.711,2,0
08067,Chihuahua,Valle de Zaragoza,265,1122,106,89,28,42,0.911,6,0
09002,Ciudad de México,Azcapotzalco,18815,193641,8565,5840,1670,2740,0.878,492,3
09003,Ciudad de México,Coyoacán,25011,225579,10459,9223,1648,3681,0.861,510,0
09004,Ciudad de México,Cuajimalpa de Morelos,8931,119918,4179,3051,603,1098,0.838,413,0
09005,Ciudad de México,Gustavo A. Madero,50927,326856,24430,16259,3828,6410,0.846,749,1
09006,Ciudad de México,Iztacalco,17402,126076,8148,5352,1621,2281,0.869,270,0
09007,Ciudad de México,Iztapalapa,88580,499516,46955,24026,8029,9570,0.828,1086,1
09008,Ciudad de México,La Magdalena Contreras,8547,51734,4090,2836,596,1025,0.836,107,0
09009,Ciudad de México,Milpa Alta,7576,33755,4285,1918,603,770,0.796,69,0
09010,Ciudad de México,Álvaro Obregón,24594,278396,11145,8619,1783,3047,0.848,642,0
09011,Ciudad de México,Tláhuac,17711,88901,9095,5144,1727,1745,0.834,147,0
09012,Ciudad de México,Tlalpan,26643,189959,12246,8947,2083,3367,0.854,415,1
09013,Ciudad de México,Xochimilco,20197,98939,11673,5014,1493,2017,0.783,270,1
09014,Ciudad de México,Benito Juárez,24200,335528,8154,10771,1385,3890,0.854,1010,5
09015,Ciudad de México,Cuauhtémoc,67535,610246,37238,17332,4290,8675,0.805,1748,3
09016,Ciudad de México,Miguel Hidalgo,25329,464254,9539,10383,1715,3692,0.863,1210,1
09017,Ciudad de México,Venustiano Carranza,30734,193551,17575,7337,1663,4159,0.786,489,3
10001,Durango,Canatlán,1107,5452,460,380,106,161,0.892,13,0
10002,Durango,Canelas,113,480,43,42,8,20,0.887,3,0
10003,Durango,Coneto de Comonfort,82,300,36,33,3,10,0.797,1,0
10004,Durango,Cuencamé,1234,7568,602,339,101,192,0.865,12,0
10005,Durango,Durango,32913,228709,13237,11888,3136,4652,0.891,549,0
10006,Durango,General Simón Bolívar,135,589,65,43,11,16,0.846,2,0
10007,Durango,Gómez Palacio,14017,120295,5435,4787,1313,2482,0.911,267,0
10008,Durango,Guadalupe Victoria,2217,11328,1035,708,196,278,0.862,29,0
10009,Durango,Guanaceví,252,1806,119,78,20,35,0.86,3,0
10010,Durango,Hidalgo,68,359,27,27,9,5,0.861,2,0
10011,Durango,Indé,85,1334,39,26,12,8,0.879,2,0
10012,Durango,Lerdo,5078,31158,1987,1705,455,931,0.909,49,0
10013,Durango,Mapimí,1127,5065,519,329,90,189,0.878,4,0
10014,Durango,Mezquital,260,1334,97,86,29,48,0.931,7,0
10015,Durango,Nazas,401,1680,168,119,45,69,0.918,4,0
10016,Durango,Nombre de Dios,678,3277,273,197,73,135,0.928,12,0
10017,Durango,Ocampo,386,1593,152,129,39,66,0.914,7,0
10018,Durango,El Oro,703,3318,311,215,70,107,0.894,7,0
10019,Durango,Otáez,75,669,31,30,5,9,0.842,3,0
10020,Durango,Pánuco de Coronado,517,2038,222,175,45,75,0.882,6,0
10021,Durango,Peñón Blanco,401,1532,198,114,36,53,0.858,6,0
10022,Durango,Poanas,1147,4852,502,335,126,184,0.907,11,1
10023,Durango,Pueblo Nuevo,2122,12136,945,647,256,274,0.896,18,0
10024,Durango,Rodeo,674,3587,285,216,63,110,0.899,5,0
10025,Durango,San Bernardo,56,217,20,28,4,4,0.787,1,0
10026,Durango,San Dimas,409,2234,173,110,52,74,0.93,17,0
10027,Durango,San Juan de Guadalupe,211,928,110,54,16,31,0.841,3,0
10028,Durango,San Juan del Río,371,2440,168,106,38,59,0.896,4,0
10029,Durango,San Luis del Cordero,127,615,49,49,12,17,0.885,4,0
10030,Durango,San Pedro del Gallo,44,324,17,22,3,2,0.748,2,0
10031,Durango,Santa Clara,261,978,113,79,35,34,0.908,4,0
10032,Durango,Santiago Papasquiaro,2438,13661,1098,759,239,342,0.884,24,0
10033,Durango,Súchil,330,1442,144,94,42,50,0.915,8,0
10034,Durango,Tamazula,346,1822,144,109,28,65,0.899,4,0
10035,Durango,Tepehuanes,576,2714,217,195,61,103,0.923,4,0
10036,Durango,Tlahualilo,690,3315,298,209,64,119,0.9,4,0
10037,Durango,Topia,176,1365,71,54,15,36,0.911,4,0
10038,Durango,Vicente Guerrero,2043,9713,955,636,184,268,0.867,15,0
10039,Durango,Nuevo Ideal,1241,6344,544,409,121,167,0.883,12,0
11001,Guanajuato,Abasolo,2533,14044,1243,706,305,279,0.868,33,0
11002,Guanajuato,Acámbaro,5974,28539,2819,1899,550,706,0.859,77,0
11003,Guanajuato,San Miguel de Allende,7700,50570,3754,2095,690,1161,0.87,140,0
11004,Guanajuato,Apaseo el Alto,3183,13702,1618,836,365,364,0.859,52,0
11005,Guanajuato,Apaseo el Grande,3786,33308,1941,967,418,460,0.859,69,0
11006,Guanajuato,Atarjea,65,337,24,34,2,5,0.729,0,0
11007,Guanajuato,Celaya,21884,166083,10596,6949,1814,2525,0.845,359,0
11008,Guanajuato,Manuel Doblado,1793,9236,817,523,218,235,0.895,20,0
11009,Guanajuato,Comonfort,2920,13426,1560,793,298,269,0.823,24,0
11010,Guanajuato,Coroneo,672,3084,323,219,45,85,0.837,3,0
11011,Guanajuato,Cortazar,5367,26403,2584,1527,521,735,0.872,52,0
11012,Guanajuato,Cuerámaro,1950,8388,941,561,186,262,0.868,17,0
11013,Guanajuato,Doctor Mora,796,3829,379,271,70,76,0.835,12,0
11014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,7046,33698,3166,1964,1081,835,0.906,68,0
11015,Guanajuato,Guanajuato,9313,64457,3918,3091,896,1408,0.895,163,0
11016,Guanajuato,Huanímaro,796,3632,359,249,97,91,0.885,9,0
11017,Guanajuato,Irapuato,27682,194632,13448,8678,2235,3321,0.845,464,1
11018,Guanajuato,Jaral del Progreso,1852,8080,966,489,184,213,0.843,18,0
11019,Guanajuato,Jerécuaro,1310,6027,665,376,131,138,0.844,6,0
11020,Guanajuato,León,92103,646244,40660,27028,13019,11396,0.906,1632,1
11021,Guanajuato,Moroleón,7045,27958,3423,1591,1443,588,0.879,60,0
11022,Guanajuato,Ocampo,873,4378,405,253,102,113,0.888,5,0
11023,Guanajuato,Pénjamo,6246,31922,3060,1899,556,731,0.85,57,1
11024,Guanajuato,Pueblo Nuevo,559,2772,289,183,32,55,0.792,15,0
